   Selected parameters are:
1 Height, km
2 O, cm-3 
3 N2, cm-3
4 O2, cm-3
5 Temperature_neutral, K
6 Temperature_exospheric, K

      1          2          3          4      5     6
  500.0  2.000E+07  5.580E+05  1.382E+04 1030.5  1031
  501.0  1.969E+07  5.428E+05  1.340E+04 1030.5  1031
  502.0  1.938E+07  5.280E+05  1.298E+04 1030.5  1031
  503.0  1.907E+07  5.136E+05  1.258E+04 1030.5  1031
  504.0  1.878E+07  4.996E+05  1.219E+04 1030.5  1031
  505.0  1.848E+07  4.861E+05  1.181E+04 1030.5  1031
  506.0  1.819E+07  4.728E+05  1.144E+04 1030.5  1031
  507.0  1.791E+07  4.600E+05  1.109E+04 1030.5  1031
  508.0  1.763E+07  4.475E+05  1.074E+04 1030.5  1031
  509.0  1.735E+07  4.353E+05  1.041E+04 1030.5  1031
  510.0  1.708E+07  4.235E+05  1.009E+04 1030.5  1031
  511.0  1.682E+07  4.120E+05  9.776E+03 1030.5  1031
  512.0  1.655E+07  4.008E+05  9.473E+03 1030.5  1031
  513.0  1.630E+07  3.899E+05  9.180E+03 1030.5  1031
  514.0  1.604E+07  3.794E+05  8.896E+03 1030.5  1031
  515.0  1.579E+07  3.691E+05  8.621E+03 1030.5  1031
  516.0  1.555E+07  3.591E+05  8.354E+03 1030.5  1031
  517.0  1.530E+07  3.493E+05  8.096E+03 1030.5  1031
  518.0  1.507E+07  3.399E+05  7.846E+03 1030.5  1031
  519.0  1.483E+07  3.307E+05  7.603E+03 1030.5  1031
  520.0  1.460E+07  3.217E+05  7.368E+03 1030.5  1031
  521.0  1.437E+07  3.130E+05  7.141E+03 1030.5  1031
  522.0  1.415E+07  3.045E+05  6.920E+03 1030.5  1031
  523.0  1.393E+07  2.963E+05  6.707E+03 1030.5  1031
  524.0  1.371E+07  2.883E+05  6.500E+03 1030.5  1031
  525.0  1.350E+07  2.805E+05  6.299E+03 1030.5  1031
  526.0  1.329E+07  2.729E+05  6.105E+03 1030.5  1031
  527.0  1.308E+07  2.655E+05  5.917E+03 1030.5  1031
  528.0  1.288E+07  2.584E+05  5.735E+03 1030.5  1031
  529.0  1.268E+07  2.514E+05  5.558E+03 1030.5  1031
  530.0  1.248E+07  2.446E+05  5.387E+03 1030.5  1031
  531.0  1.229E+07  2.380E+05  5.221E+03 1030.5  1031
  532.0  1.210E+07  2.316E+05  5.060E+03 1030.5  1031
  533.0  1.191E+07  2.253E+05  4.904E+03 1030.5  1031
  534.0  1.173E+07  2.192E+05  4.754E+03 1030.5  1031
  535.0  1.154E+07  2.133E+05  4.607E+03 1030.5  1031
  536.0  1.137E+07  2.076E+05  4.466E+03 1030.5  1031
  537.0  1.119E+07  2.020E+05  4.328E+03 1030.5  1031
  538.0  1.102E+07  1.965E+05  4.195E+03 1030.5  1031
  539.0  1.085E+07  1.912E+05  4.067E+03 1030.5  1031
  540.0  1.068E+07  1.861E+05  3.942E+03 1030.5  1031
  541.0  1.051E+07  1.811E+05  3.821E+03 1030.5  1031
  542.0  1.035E+07  1.762E+05  3.703E+03 1030.5  1031
  543.0  1.019E+07  1.715E+05  3.590E+03 1030.5  1031
  544.0  1.003E+07  1.669E+05  3.480E+03 1030.5  1031
  545.0  9.878E+06  1.624E+05  3.373E+03 1030.5  1031
  546.0  9.725E+06  1.580E+05  3.270E+03 1030.5  1031
  547.0  9.575E+06  1.538E+05  3.169E+03 1030.6  1031
  548.0  9.427E+06  1.496E+05  3.072E+03 1030.6  1031
  549.0  9.281E+06  1.456E+05  2.978E+03 1030.6  1031
  550.0  9.138E+06  1.417E+05  2.887E+03 1030.6  1031
  551.0  8.997E+06  1.379E+05  2.799E+03 1030.6  1031
  552.0  8.859E+06  1.342E+05  2.713E+03 1030.6  1031
  553.0  8.722E+06  1.306E+05  2.630E+03 1030.6  1031
  554.0  8.588E+06  1.271E+05  2.549E+03 1030.6  1031
  555.0  8.455E+06  1.237E+05  2.471E+03 1030.6  1031
  556.0  8.325E+06  1.204E+05  2.396E+03 1030.6  1031
  557.0  8.197E+06  1.172E+05  2.323E+03 1030.6  1031
  558.0  8.071E+06  1.140E+05  2.252E+03 1030.6  1031
  559.0  7.946E+06  1.110E+05  2.183E+03 1030.6  1031
  560.0  7.824E+06  1.080E+05  2.116E+03 1030.6  1031
  561.0  7.704E+06  1.051E+05  2.052E+03 1030.6  1031
  562.0  7.585E+06  1.023E+05  1.989E+03 1030.6  1031
  563.0  7.469E+06  9.956E+04  1.928E+03 1030.6  1031
  564.0  7.354E+06  9.689E+04  1.870E+03 1030.6  1031
  565.0  7.241E+06  9.430E+04  1.813E+03 1030.6  1031
  566.0  7.130E+06  9.178E+04  1.757E+03 1030.6  1031
  567.0  7.020E+06  8.933E+04  1.704E+03 1030.6  1031
  568.0  6.912E+06  8.694E+04  1.652E+03 1030.6  1031
  569.0  6.806E+06  8.462E+04  1.602E+03 1030.6  1031
  570.0  6.702E+06  8.236E+04  1.553E+03 1030.6  1031
  571.0  6.599E+06  8.017E+04  1.505E+03 1030.6  1031
  572.0  6.498E+06  7.803E+04  1.460E+03 1030.6  1031
  573.0  6.398E+06  7.595E+04  1.415E+03 1030.6  1031
  574.0  6.300E+06  7.392E+04  1.372E+03 1030.6  1031
  575.0  6.204E+06  7.195E+04  1.331E+03 1030.6  1031
  576.0  6.109E+06  7.003E+04  1.290E+03 1030.6  1031
  577.0  6.015E+06  6.817E+04  1.251E+03 1030.6  1031
  578.0  5.923E+06  6.635E+04  1.213E+03 1030.6  1031
  579.0  5.832E+06  6.459E+04  1.176E+03 1030.6  1031
  580.0  5.743E+06  6.287E+04  1.140E+03 1030.6  1031
  581.0  5.655E+06  6.119E+04  1.106E+03 1030.6  1031
  582.0  5.569E+06  5.957E+04  1.072E+03 1030.6  1031
  583.0  5.484E+06  5.798E+04  1.040E+03 1030.6  1031
  584.0  5.400E+06  5.644E+04  1.008E+03 1030.6  1031
  585.0  5.318E+06  5.494E+04  9.775E+02 1030.6  1031
  586.0  5.236E+06  5.348E+04  9.479E+02 1030.6  1031
  587.0  5.156E+06  5.206E+04  9.192E+02 1030.6  1031
  588.0  5.078E+06  5.068E+04  8.913E+02 1030.6  1031
  589.0  5.000E+06  4.933E+04  8.643E+02 1030.6  1031
  590.0  4.924E+06  4.802E+04  8.382E+02 1030.6  1031
  591.0  4.849E+06  4.675E+04  8.128E+02 1030.6  1031
  592.0  4.775E+06  4.551E+04  7.882E+02 1030.6  1031
  593.0  4.702E+06  4.430E+04  7.644E+02 1030.6  1031
  594.0  4.630E+06  4.313E+04  7.412E+02 1030.6  1031
  595.0  4.560E+06  4.198E+04  7.188E+02 1030.6  1031
  596.0  4.490E+06  4.087E+04  6.971E+02 1030.6  1031
  597.0  4.422E+06  3.979E+04  6.760E+02 1030.6  1031
  598.0  4.355E+06  3.873E+04  6.556E+02 1030.6  1031
  599.0  4.289E+06  3.771E+04  6.358E+02 1030.6  1031
  600.0  4.223E+06  3.671E+04  6.166E+02 1030.6  1031
  601.0  4.159E+06  3.574E+04  5.980E+02 1030.6  1031
  602.0  4.096E+06  3.479E+04  5.800E+02 1030.6  1031
  603.0  4.034E+06  3.387E+04  5.625E+02 1030.6  1031
  604.0  3.972E+06  3.298E+04  5.455E+02 1030.6  1031
  605.0  3.912E+06  3.211E+04  5.291E+02 1030.6  1031
  606.0  3.853E+06  3.126E+04  5.131E+02 1030.6  1031
  607.0  3.794E+06  3.043E+04  4.977E+02 1030.6  1031
  608.0  3.737E+06  2.963E+04  4.827E+02 1030.6  1031
  609.0  3.680E+06  2.885E+04  4.681E+02 1030.6  1031
  610.0  3.624E+06  2.809E+04  4.540E+02 1030.6  1031
  611.0  3.569E+06  2.734E+04  4.404E+02 1030.6  1031
  612.0  3.515E+06  2.662E+04  4.271E+02 1030.6  1031
  613.0  3.462E+06  2.592E+04  4.143E+02 1030.6  1031
  614.0  3.409E+06  2.524E+04  4.018E+02 1030.6  1031
  615.0  3.358E+06  2.457E+04  3.897E+02 1030.6  1031
  616.0  3.307E+06  2.393E+04  3.780E+02 1030.6  1031
  617.0  3.257E+06  2.329E+04  3.667E+02 1030.6  1031
  618.0  3.207E+06  2.268E+04  3.557E+02 1030.6  1031
  619.0  3.159E+06  2.208E+04  3.450E+02 1030.6  1031
  620.0  3.111E+06  2.150E+04  3.346E+02 1030.6  1031
  621.0  3.064E+06  2.094E+04  3.246E+02 1030.6  1031
  622.0  3.018E+06  2.039E+04  3.148E+02 1030.6  1031
  623.0  2.972E+06  1.985E+04  3.054E+02 1030.6  1031
  624.0  2.927E+06  1.933E+04  2.962E+02 1030.6  1031
  625.0  2.883E+06  1.882E+04  2.874E+02 1030.6  1031
  626.0  2.840E+06  1.833E+04  2.787E+02 1030.6  1031
  627.0  2.797E+06  1.784E+04  2.704E+02 1030.6  1031
  628.0  2.754E+06  1.738E+04  2.623E+02 1030.6  1031
  629.0  2.713E+06  1.692E+04  2.544E+02 1030.6  1031
  630.0  2.672E+06  1.648E+04  2.468E+02 1030.6  1031
  631.0  2.632E+06  1.604E+04  2.394E+02 1030.6  1031
  632.0  2.592E+06  1.562E+04  2.323E+02 1030.6  1031
  633.0  2.553E+06  1.521E+04  2.253E+02 1030.6  1031
  634.0  2.514E+06  1.481E+04  2.186E+02 1030.6  1031
  635.0  2.477E+06  1.443E+04  2.121E+02 1030.6  1031
  636.0  2.439E+06  1.405E+04  2.057E+02 1030.6  1031
  637.0  2.403E+06  1.368E+04  1.996E+02 1030.6  1031
  638.0  2.366E+06  1.332E+04  1.936E+02 1030.6  1031
  639.0  2.331E+06  1.297E+04  1.878E+02 1030.6  1031
  640.0  2.296E+06  1.263E+04  1.822E+02 1030.6  1031
  641.0  2.261E+06  1.230E+04  1.768E+02 1030.6  1031
  642.0  2.227E+06  1.198E+04  1.715E+02 1030.6  1031
  643.0  2.194E+06  1.167E+04  1.664E+02 1030.6  1031
  644.0  2.161E+06  1.136E+04  1.614E+02 1030.6  1031
  645.0  2.128E+06  1.107E+04  1.566E+02 1030.6  1031
  646.0  2.096E+06  1.078E+04  1.519E+02 1030.6  1031
  647.0  2.065E+06  1.050E+04  1.474E+02 1030.6  1031
  648.0  2.034E+06  1.022E+04  1.430E+02 1030.6  1031
  649.0  2.004E+06  9.955E+03  1.388E+02 1030.6  1031
  650.0  1.973E+06  9.695E+03  1.346E+02 1030.6  1031
  651.0  1.944E+06  9.442E+03  1.306E+02 1030.6  1031
  652.0  1.915E+06  9.196E+03  1.267E+02 1030.6  1031
  653.0  1.886E+06  8.956E+03  1.230E+02 1030.6  1031
  654.0  1.858E+06  8.723E+03  1.193E+02 1030.6  1031
  655.0  1.830E+06  8.495E+03  1.158E+02 1030.6  1031
  656.0  1.803E+06  8.274E+03  1.123E+02 1030.6  1031
  657.0  1.776E+06  8.059E+03  1.090E+02 1030.6  1031
  658.0  1.749E+06  7.849E+03  1.058E+02 1030.6  1031
  659.0  1.723E+06  7.644E+03  1.026E+02 1030.6  1031
  660.0  1.697E+06  7.445E+03  9.957E+01 1030.6  1031
  661.0  1.672E+06  7.252E+03  9.662E+01 1030.6  1031
  662.0  1.647E+06  7.063E+03  9.375E+01 1030.6  1031
  663.0  1.622E+06  6.880E+03  9.097E+01 1030.6  1031
  664.0  1.598E+06  6.701E+03  8.827E+01 1030.6  1031
  665.0  1.574E+06  6.527E+03  8.566E+01 1030.6  1031
  666.0  1.551E+06  6.357E+03  8.312E+01 1030.6  1031
  667.0  1.527E+06  6.192E+03  8.066E+01 1030.6  1031
  668.0  1.505E+06  6.031E+03  7.827E+01 1030.6  1031
  669.0  1.482E+06  5.875E+03  7.595E+01 1030.6  1031
  670.0  1.460E+06  5.722E+03  7.370E+01 1030.6  1031
  671.0  1.438E+06  5.574E+03  7.152E+01 1030.6  1031
  672.0  1.417E+06  5.429E+03  6.940E+01 1030.6  1031
  673.0  1.396E+06  5.288E+03  6.735E+01 1030.6  1031
  674.0  1.375E+06  5.151E+03  6.536E+01 1030.6  1031
  675.0  1.354E+06  5.018E+03  6.343E+01 1030.6  1031
  676.0  1.334E+06  4.888E+03  6.155E+01 1030.6  1031
  677.0  1.314E+06  4.761E+03  5.973E+01 1030.6  1031
  678.0  1.295E+06  4.638E+03  5.797E+01 1030.6  1031
  679.0  1.276E+06  4.518E+03  5.626E+01 1030.6  1031
  680.0  1.257E+06  4.401E+03  5.460E+01 1030.6  1031
  681.0  1.238E+06  4.287E+03  5.299E+01 1030.6  1031
  682.0  1.220E+06  4.176E+03  5.142E+01 1030.6  1031
  683.0  1.201E+06  4.068E+03  4.991E+01 1030.6  1031
  684.0  1.184E+06  3.963E+03  4.844E+01 1030.6  1031
  685.0  1.166E+06  3.861E+03  4.701E+01 1030.6  1031
  686.0  1.149E+06  3.761E+03  4.562E+01 1030.6  1031
  687.0  1.132E+06  3.664E+03  4.428E+01 1030.6  1031
  688.0  1.115E+06  3.569E+03  4.297E+01 1030.6  1031
  689.0  1.098E+06  3.477E+03  4.171E+01 1030.6  1031
  690.0  1.082E+06  3.387E+03  4.048E+01 1030.6  1031
  691.0  1.066E+06  3.300E+03  3.929E+01 1030.6  1031
  692.0  1.050E+06  3.215E+03  3.813E+01 1030.6  1031
  693.0  1.035E+06  3.132E+03  3.701E+01 1030.6  1031
  694.0  1.019E+06  3.051E+03  3.592E+01 1030.6  1031
  695.0  1.004E+06  2.973E+03  3.487E+01 1030.6  1031
  696.0  9.894E+05  2.896E+03  3.384E+01 1030.6  1031
  697.0  9.748E+05  2.821E+03  3.285E+01 1030.6  1031
  698.0  9.603E+05  2.749E+03  3.188E+01 1030.6  1031
  699.0  9.461E+05  2.678E+03  3.095E+01 1030.6  1031
  700.0  9.321E+05  2.609E+03  3.004E+01 1030.6  1031
  701.0  9.184E+05  2.542E+03  2.916E+01 1030.6  1031
  702.0  9.048E+05  2.477E+03  2.830E+01 1030.6  1031
  703.0  8.914E+05  2.413E+03  2.747E+01 1030.6  1031
  704.0  8.783E+05  2.351E+03  2.667E+01 1030.6  1031
  705.0  8.653E+05  2.291E+03  2.588E+01 1030.6  1031
  706.0  8.525E+05  2.232E+03  2.513E+01 1030.6  1031
  707.0  8.399E+05  2.174E+03  2.439E+01 1030.6  1031
  708.0  8.275E+05  2.119E+03  2.368E+01 1030.6  1031
  709.0  8.153E+05  2.064E+03  2.298E+01 1030.6  1031
  710.0  8.033E+05  2.011E+03  2.231E+01 1030.6  1031
  711.0  7.915E+05  1.960E+03  2.166E+01 1030.6  1031
  712.0  7.798E+05  1.909E+03  2.102E+01 1030.6  1031
  713.0  7.683E+05  1.860E+03  2.041E+01 1030.6  1031
  714.0  7.570E+05  1.813E+03  1.981E+01 1030.6  1031
  715.0  7.459E+05  1.766E+03  1.923E+01 1030.6  1031
  716.0  7.349E+05  1.721E+03  1.867E+01 1030.6  1031
  717.0  7.241E+05  1.677E+03  1.812E+01 1030.6  1031
  718.0  7.134E+05  1.634E+03  1.760E+01 1030.6  1031
  719.0  7.029E+05  1.592E+03  1.708E+01 1030.6  1031
  720.0  6.926E+05  1.551E+03  1.658E+01 1030.6  1031
  721.0  6.824E+05  1.512E+03  1.610E+01 1030.6  1031
  722.0  6.724E+05  1.473E+03  1.563E+01 1030.6  1031
  723.0  6.625E+05  1.435E+03  1.517E+01 1030.6  1031
  724.0  6.528E+05  1.399E+03  1.473E+01 1030.6  1031
  725.0  6.432E+05  1.363E+03  1.430E+01 1030.6  1031
  726.0  6.337E+05  1.328E+03  1.388E+01 1030.6  1031
  727.0  6.244E+05  1.294E+03  1.348E+01 1030.6  1031
  728.0  6.153E+05  1.261E+03  1.309E+01 1030.6  1031
  729.0  6.063E+05  1.229E+03  1.271E+01 1030.6  1031
  730.0  5.974E+05  1.198E+03  1.234E+01 1030.6  1031
  731.0  5.886E+05  1.167E+03  1.198E+01 1030.6  1031
  732.0  5.800E+05  1.137E+03  1.163E+01 1030.6  1031
  733.0  5.715E+05  1.108E+03  1.129E+01 1030.6  1031
  734.0  5.631E+05  1.080E+03  1.096E+01 1030.6  1031
  735.0  5.549E+05  1.053E+03  1.064E+01 1030.6  1031
  736.0  5.467E+05  1.026E+03  1.033E+01 1030.6  1031
  737.0  5.387E+05  9.996E+02  1.003E+01 1030.6  1031
  738.0  5.309E+05  9.741E+02  9.743E+00 1030.6  1031
  739.0  5.231E+05  9.493E+02  9.460E+00 1030.6  1031
  740.0  5.154E+05  9.252E+02  9.185E+00 1030.6  1031
  741.0  5.079E+05  9.016E+02  8.919E+00 1030.6  1031
  742.0  5.005E+05  8.787E+02  8.660E+00 1030.6  1031
  743.0  4.932E+05  8.564E+02  8.409E+00 1030.6  1031
  744.0  4.860E+05  8.346E+02  8.165E+00 1030.6  1031
  745.0  4.789E+05  8.134E+02  7.928E+00 1030.6  1031
  746.0  4.719E+05  7.927E+02  7.698E+00 1030.6  1031
  747.0  4.650E+05  7.726E+02  7.475E+00 1030.6  1031
  748.0  4.582E+05  7.530E+02  7.259E+00 1030.6  1031
  749.0  4.515E+05  7.339E+02  7.049E+00 1030.6  1031
  750.0  4.450E+05  7.152E+02  6.845E+00 1030.6  1031
  751.0  4.385E+05  6.971E+02  6.646E+00 1030.6  1031
  752.0  4.321E+05  6.794E+02  6.454E+00 1030.6  1031
  753.0  4.258E+05  6.622E+02  6.267E+00 1030.6  1031
  754.0  4.196E+05  6.454E+02  6.086E+00 1030.6  1031
  755.0  4.135E+05  6.290E+02  5.910E+00 1030.6  1031
  756.0  4.075E+05  6.131E+02  5.739E+00 1030.6  1031
  757.0  4.015E+05  5.976E+02  5.574E+00 1030.6  1031
  758.0  3.957E+05  5.824E+02  5.413E+00 1030.6  1031
  759.0  3.899E+05  5.677E+02  5.256E+00 1030.6  1031
  760.0  3.843E+05  5.533E+02  5.105E+00 1030.6  1031
  761.0  3.787E+05  5.393E+02  4.957E+00 1030.6  1031
  762.0  3.732E+05  5.257E+02  4.814E+00 1030.6  1031
  763.0  3.677E+05  5.124E+02  4.675E+00 1030.6  1031
  764.0  3.624E+05  4.994E+02  4.541E+00 1030.6  1031
  765.0  3.571E+05  4.868E+02  4.410E+00 1030.6  1031
  766.0  3.520E+05  4.745E+02  4.283E+00 1030.6  1031
  767.0  3.468E+05  4.625E+02  4.159E+00 1030.6  1031
  768.0  3.418E+05  4.509E+02  4.039E+00 1030.6  1031
  769.0  3.369E+05  4.395E+02  3.923E+00 1030.6  1031
  770.0  3.320E+05  4.284E+02  3.810E+00 1030.6  1031
  771.0  3.272E+05  4.176E+02  3.700E+00 1030.6  1031
  772.0  3.224E+05  4.070E+02  3.594E+00 1030.6  1031
  773.0  3.177E+05  3.968E+02  3.491E+00 1030.6  1031
  774.0  3.131E+05  3.868E+02  3.390E+00 1030.6  1031
  775.0  3.086E+05  3.770E+02  3.293E+00 1030.6  1031
  776.0  3.041E+05  3.675E+02  3.198E+00 1030.6  1031
  777.0  2.997E+05  3.583E+02  3.106E+00 1030.6  1031
  778.0  2.954E+05  3.492E+02  3.017E+00 1030.6  1031
  779.0  2.911E+05  3.405E+02  2.930E+00 1030.6  1031
  780.0  2.869E+05  3.319E+02  2.846E+00 1030.6  1031
  781.0  2.828E+05  3.235E+02  2.764E+00 1030.6  1031
  782.0  2.787E+05  3.154E+02  2.685E+00 1030.6  1031
  783.0  2.747E+05  3.075E+02  2.608E+00 1030.6  1031
  784.0  2.707E+05  2.997E+02  2.533E+00 1030.6  1031
  785.0  2.668E+05  2.922E+02  2.461E+00 1030.6  1031
  786.0  2.629E+05  2.849E+02  2.390E+00 1030.6  1031
  787.0  2.591E+05  2.777E+02  2.322E+00 1030.6  1031
  788.0  2.554E+05  2.707E+02  2.255E+00 1030.6  1031
  789.0  2.517E+05  2.639E+02  2.191E+00 1030.6  1031
  790.0  2.481E+05  2.573E+02  2.128E+00 1030.6  1031
  791.0  2.445E+05  2.509E+02  2.067E+00 1030.6  1031
  792.0  2.410E+05  2.446E+02  2.008E+00 1030.6  1031
  793.0  2.375E+05  2.384E+02  1.950E+00 1030.6  1031
  794.0  2.341E+05  2.325E+02  1.895E+00 1030.6  1031
  795.0  2.307E+05  2.266E+02  1.840E+00 1030.6  1031
  796.0  2.274E+05  2.209E+02  1.788E+00 1030.6  1031
  797.0  2.241E+05  2.154E+02  1.737E+00 1030.6  1031
  798.0  2.209E+05  2.100E+02  1.687E+00 1030.6  1031
  799.0  2.177E+05  2.048E+02  1.639E+00 1030.6  1031
  800.0  2.146E+05  1.996E+02  1.592E+00 1030.6  1031
