   Selected parameters are:
1 Height, km
2 Electron_density_Ne, m-3
3 Tn, K
4 Ti, K
5 Te, K

       1            2      3      4      5
  597.00  0.46107E+11 1150.7 1470.4 2047.8
  598.00  0.45843E+11 1150.7 1470.5 2051.3
  599.00  0.45580E+11 1150.7 1470.6 2054.7
  600.00  0.45319E+11 1150.7 1470.7 2058.2
  601.00  0.45060E+11 1150.7 1470.8 2061.7
  602.00  0.44803E+11 1150.7 1470.9 2065.2
  603.00  0.44548E+11 1150.7 1471.0 2068.7
  604.00  0.44294E+11 1150.7 1471.1 2072.2
  605.00  0.44042E+11 1150.7 1471.2 2075.7
  606.00  0.43793E+11 1150.7 1471.3 2079.2
  607.00  0.43544E+11 1150.7 1471.4 2082.7
  608.00  0.43298E+11 1150.7 1471.5 2086.2
  609.00  0.43054E+11 1150.7 1471.6 2089.7
  610.00  0.42811E+11 1150.7 1471.7 2093.2
  611.00  0.42570E+11 1150.7 1471.8 2096.7
  612.00  0.42330E+11 1150.7 1471.9 2100.2
  613.00  0.42093E+11 1150.7 1472.0 2103.7
  614.00  0.41857E+11 1150.7 1472.1 2107.2
  615.00  0.41622E+11 1150.7 1472.2 2110.7
  616.00  0.41390E+11 1150.7 1472.3 2114.2
  617.00  0.41159E+11 1150.7 1472.4 2117.7
  618.00  0.40929E+11 1150.7 1472.5 2121.2
  619.00  0.40702E+11 1150.7 1472.6 2124.7
  620.00  0.40475E+11 1150.7 1472.7 2128.2
  621.00  0.40251E+11 1150.7 1472.8 2131.6
  622.00  0.40028E+11 1150.7 1472.9 2135.1
  623.00  0.39807E+11 1150.7 1473.0 2138.6
  624.00  0.39587E+11 1150.7 1473.1 2142.1
  625.00  0.39369E+11 1150.7 1473.2 2145.6
  626.00  0.39152E+11 1150.7 1473.3 2149.1
  627.00  0.38937E+11 1150.7 1473.4 2152.6
  628.00  0.38723E+11 1150.7 1473.5 2156.1
  629.00  0.38511E+11 1150.7 1473.6 2159.6
  630.00  0.38300E+11 1150.7 1473.7 2163.1
  631.00  0.38091E+11 1150.7 1473.8 2166.6
  632.00  0.37884E+11 1150.7 1473.9 2170.1
  633.00  0.37677E+11 1150.7 1474.0 2173.6
  634.00  0.37472E+11 1150.7 1474.1 2177.1
  635.00  0.37269E+11 1150.7 1474.2 2180.6
  636.00  0.37067E+11 1150.7 1474.3 2184.1
  637.00  0.36867E+11 1150.7 1474.4 2187.6
  638.00  0.36668E+11 1150.7 1474.5 2191.1
  639.00  0.36470E+11 1150.7 1474.6 2194.7
  640.00  0.36273E+11 1150.7 1474.7 2198.2
  641.00  0.36078E+11 1150.7 1474.8 2201.7
  642.00  0.35885E+11 1150.7 1474.9 2205.2
  643.00  0.35693E+11 1150.7 1475.0 2208.7
  644.00  0.35502E+11 1150.7 1475.1 2212.2
  645.00  0.35312E+11 1150.7 1475.2 2215.7
  646.00  0.35124E+11 1150.7 1475.3 2219.2
  647.00  0.34937E+11 1150.7 1475.4 2222.7
  648.00  0.34751E+11 1150.7 1475.5 2226.2
  649.00  0.34567E+11 1150.7 1475.6 2229.7
  650.00  0.34384E+11 1150.7 1475.7 2233.2
  651.00  0.34202E+11 1150.7 1475.7 2236.7
  652.00  0.34021E+11 1150.7 1475.8 2240.2
  653.00  0.33842E+11 1150.7 1475.9 2243.7
  654.00  0.33664E+11 1150.7 1476.0 2247.2
  655.00  0.33487E+11 1150.7 1476.1 2250.7
  656.00  0.33311E+11 1150.7 1476.2 2254.2
  657.00  0.33137E+11 1150.7 1476.3 2257.7
  658.00  0.32964E+11 1150.7 1476.4 2261.2
  659.00  0.32791E+11 1150.7 1476.5 2264.7
  660.00  0.32621E+11 1150.7 1476.6 2268.2
  661.00  0.32451E+11 1150.7 1476.7 2271.7
  662.00  0.32282E+11 1150.7 1476.8 2275.2
  663.00  0.32115E+11 1150.7 1476.9 2278.7
  664.00  0.31949E+11 1150.7 1477.0 2282.2
  665.00  0.31784E+11 1150.7 1477.1 2285.7
  666.00  0.31620E+11 1150.7 1477.2 2289.2
  667.00  0.31457E+11 1150.7 1477.3 2292.7
  668.00  0.31295E+11 1150.7 1477.4 2296.2
  669.00  0.31134E+11 1150.7 1477.5 2299.7
  670.00  0.30975E+11 1150.7 1477.6 2303.2
  671.00  0.30816E+11 1150.7 1477.7 2306.7
  672.00  0.30659E+11 1150.7 1477.8 2310.2
  673.00  0.30502E+11 1150.7 1477.9 2313.7
  674.00  0.30347E+11 1150.7 1478.0 2317.2
  675.00  0.30193E+11 1150.7 1478.1 2320.7
  676.00  0.30040E+11 1150.7 1478.2 2324.2
  677.00  0.29888E+11 1150.7 1478.3 2327.7
  678.00  0.29736E+11 1150.7 1478.4 2331.2
  679.00  0.29586E+11 1150.7 1478.5 2334.7
  680.00  0.29437E+11 1150.7 1478.6 2338.2
  681.00  0.29289E+11 1150.7 1478.7 2341.7
  682.00  0.29142E+11 1150.7 1478.8 2345.2
  683.00  0.28996E+11 1150.7 1478.9 2348.7
  684.00  0.28851E+11 1150.7 1479.0 2352.2
  685.00  0.28707E+11 1150.7 1479.1 2355.7
  686.00  0.28563E+11 1150.7 1479.2 2359.2
  687.00  0.28421E+11 1150.7 1479.3 2362.7
  688.00  0.28280E+11 1150.7 1479.4 2366.2
  689.00  0.28139E+11 1150.7 1479.5 2369.7
  690.00  0.28000E+11 1150.7 1479.6 2373.2
  691.00  0.27861E+11 1150.7 1479.7 2376.7
  692.00  0.27724E+11 1150.7 1479.8 2380.2
  693.00  0.27587E+11 1150.7 1479.9 2383.7
  694.00  0.27451E+11 1150.7 1480.0 2387.2
  695.00  0.27316E+11 1150.7 1480.1 2390.7
  696.00  0.27182E+11 1150.7 1480.2 2394.2
  697.00  0.27049E+11 1150.7 1480.3 2397.7
  698.00  0.26917E+11 1150.7 1480.4 2401.2
  699.00  0.26786E+11 1150.7 1480.5 2404.7
  700.00  0.26655E+11 1150.7 1480.6 2408.2
  701.00  0.26526E+11 1150.7 1480.7 2411.7
  702.00  0.26397E+11 1150.7 1480.8 2415.2
  703.00  0.26269E+11 1150.7 1480.9 2418.7
  704.00  0.26142E+11 1150.7 1481.0 2422.2
  705.00  0.26015E+11 1150.7 1481.1 2425.7
  706.00  0.25890E+11 1150.7 1481.2 2429.2
  707.00  0.25765E+11 1150.7 1481.3 2432.6
  708.00  0.25642E+11 1150.7 1481.4 2436.1
  709.00  0.25519E+11 1150.7 1481.4 2439.6
  710.00  0.25396E+11 1150.7 1481.5 2443.1
  711.00  0.25275E+11 1150.7 1481.6 2446.6
  712.00  0.25154E+11 1150.7 1481.7 2450.1
  713.00  0.25034E+11 1150.7 1481.8 2453.6
  714.00  0.24915E+11 1150.7 1481.9 2457.1
  715.00  0.24797E+11 1150.7 1482.0 2460.6
  716.00  0.24679E+11 1150.7 1482.1 2464.1
  717.00  0.24563E+11 1150.7 1482.2 2467.6
  718.00  0.24447E+11 1150.7 1482.3 2471.1
  719.00  0.24331E+11 1150.7 1482.4 2474.6
  720.00  0.24217E+11 1150.7 1482.5 2478.1
  721.00  0.24103E+11 1150.7 1482.6 2481.6
  722.00  0.23990E+11 1150.7 1482.7 2485.1
  723.00  0.23878E+11 1150.7 1482.8 2488.6
  724.00  0.23766E+11 1150.7 1482.9 2492.1
  725.00  0.23655E+11 1150.7 1483.0 2495.6
  726.00  0.23545E+11 1150.7 1483.1 2499.1
  727.00  0.23435E+11 1150.7 1483.2 2502.6
  728.00  0.23326E+11 1150.7 1483.3 2506.1
  729.00  0.23218E+11 1150.7 1483.4 2509.6
  730.00  0.23111E+11 1150.7 1483.5 2513.1
  731.00  0.23004E+11 1150.7 1483.6 2516.5
  732.00  0.22898E+11 1150.7 1483.7 2520.0
  733.00  0.22792E+11 1150.7 1483.8 2523.5
  734.00  0.22688E+11 1150.7 1483.9 2527.0
  735.00  0.22584E+11 1150.7 1484.0 2530.5
  736.00  0.22480E+11 1150.7 1484.1 2534.0
  737.00  0.22377E+11 1150.7 1484.2 2537.5
  738.00  0.22275E+11 1150.7 1484.3 2541.0
  739.00  0.22174E+11 1150.7 1484.4 2544.5
  740.00  0.22073E+11 1150.7 1484.5 2548.0
  741.00  0.21973E+11 1150.7 1484.6 2551.4
  742.00  0.21873E+11 1150.7 1484.7 2554.9
  743.00  0.21774E+11 1150.7 1484.8 2558.4
  744.00  0.21676E+11 1150.7 1484.9 2561.9
  745.00  0.21578E+11 1150.7 1485.0 2565.4
  746.00  0.21481E+11 1150.7 1485.1 2568.9
  747.00  0.21384E+11 1150.7 1485.2 2572.3
  748.00  0.21288E+11 1150.7 1485.3 2575.8
  749.00  0.21193E+11 1150.7 1485.4 2579.3
  750.00  0.21098E+11 1150.7 1485.5 2582.8
  751.00  0.21004E+11 1150.7 1485.6 2586.3
  752.00  0.20910E+11 1150.7 1485.7 2589.7
  753.00  0.20817E+11 1150.7 1485.8 2593.2
  754.00  0.20725E+11 1150.7 1485.9 2596.7
  755.00  0.20633E+11 1150.7 1486.0 2600.2
  756.00  0.20542E+11 1150.7 1486.1 2603.6
  757.00  0.20451E+11 1150.7 1486.2 2607.1
  758.00  0.20361E+11 1150.7 1486.3 2610.6
  759.00  0.20271E+11 1150.7 1486.4 2614.0
  760.00  0.20182E+11 1150.7 1486.5 2617.5
  761.00  0.20093E+11 1150.7 1486.6 2621.0
  762.00  0.20005E+11 1150.7 1486.7 2624.4
  763.00  0.19918E+11 1150.7 1486.8 2627.9
  764.00  0.19831E+11 1150.7 1486.9 2631.3
  765.00  0.19744E+11 1150.7 1487.0 2634.8
  766.00  0.19659E+11 1150.7 1487.0 2638.2
  767.00  0.19573E+11 1150.7 1487.1 2641.7
  768.00  0.19488E+11 1150.7 1487.2 2645.1
  769.00  0.19404E+11 1150.7 1487.3 2648.6
  770.00  0.19320E+11 1150.7 1487.4 2652.0
  771.00  0.19237E+11 1150.7 1487.5 2655.5
  772.00  0.19154E+11 1150.7 1487.6 2658.9
  773.00  0.19072E+11 1150.7 1487.7 2662.3
  774.00  0.18990E+11 1150.7 1487.8 2665.8
  775.00  0.18908E+11 1150.7 1487.9 2669.2
  776.00  0.18827E+11 1150.7 1488.0 2672.6
  777.00  0.18747E+11 1150.7 1488.1 2676.0
  778.00  0.18667E+11 1150.7 1488.2 2679.5
  779.00  0.18588E+11 1150.7 1488.3 2682.9
  780.00  0.18509E+11 1150.7 1488.4 2686.3
  781.00  0.18430E+11 1150.7 1488.5 2689.7
  782.00  0.18352E+11 1150.7 1488.6 2693.1
  783.00  0.18275E+11 1150.7 1488.7 2696.5
  784.00  0.18198E+11 1150.7 1488.8 2699.8
  785.00  0.18121E+11 1150.7 1488.9 2703.2
  786.00  0.18045E+11 1150.7 1489.0 2706.6
  787.00  0.17969E+11 1150.7 1489.1 2710.0
  788.00  0.17894E+11 1150.7 1489.2 2713.3
  789.00  0.17819E+11 1150.7 1489.3 2716.7
  790.00  0.17744E+11 1150.7 1489.4 2720.0
  791.00  0.17670E+11 1150.7 1489.5 2723.4
  792.00  0.17597E+11 1150.7 1489.6 2726.7
  793.00  0.17524E+11 1150.7 1489.7 2730.0
  794.00  0.17451E+11 1150.7 1489.8 2733.3
  795.00  0.17379E+11 1150.7 1489.9 2736.6
  796.00  0.17307E+11 1150.7 1490.0 2739.9
  797.00  0.17236E+11 1150.7 1490.1 2743.2
  798.00  0.17165E+11 1150.7 1490.2 2746.5
  799.00  0.17094E+11 1150.7 1490.3 2749.7
  800.00  0.17024E+11 1150.7 1490.4 2753.0
